name,dialogue
Phyllis,"So, we’re all agreed? No one touches those cupcakes?"
Andy,Sure.
Darryl,Hmm. Yeah right
Jim,I just√Ę‚ā¨¬¶really wish there was something I could do.
Angela,"Oh, no."
Dwight,"Oh, man!"
Dwight,"Yeah, totally single. Hundred percent available."
Michael,Pictures. Memories. Look at that. They grow up so fast.
Dwight,"Well, it should be."
Ryan,"No, she’s lying."
Kelly,"Dwight, I would like tomorrow off so that I can go on my American Idol audition."
Ryan,"I got away with… everything, under the last boss, and it wasn’t good for me, at all. So, I want guidance. I want leadership. But don’t just, like, boss me around, you know? Like, lead me. Lead me… when I’m in the mood… to be led."
Kevin,"Dude, you gotta believe."
Ryan,I think about that all the time.
Darryl,"The winner: under “Special Skills,” Mr. Don Feiner put “Juggling.”"
Andy,This drink...
Angela,"Well, it better work."
Darryl,"Shhh. If we don't listen to the overture, we won't recognize the musical themes when they come back later."
Michael,Yeah.
Michael,Walk with me.
Michael,Waste? What does that even mean? Like garbage?
Michael,"No, that wouldn't-"
Michael,"Ok. That's not appropriate. Uncool. Uncool, Dwight. Ok. Ok. Come on. Let's go."
Dwight,Get out of my way. Huh!
Andy,Surprise! Your new crew.
Michael,"Yeah, well...we call it overkill. Why am I telling you my strategy?"
Pam,"No, I was um..."
Pam,"Well, I mean, the only reason he doesn’t is because I’m breastfeeding, and Phillip doesn’t like a bottle."
Jim,Does that include ‘That’s What She Said’?
Jim,"No, I don’t."
Michael,"Uh, all right. Well, once you get down into the mine, what... you got laser tag or something?"
Oscar,"I can help out, if you need me."
Andy,Andrew Bernard.
Creed,I saw a friend today. It had been a while. And we forgot each others names. But it didn’t matter. √Ę‚ā¨ňúCause deep inside the feeling still remained the same√Ę‚ā¨¬¶
Erin,You should move down here with me.
Dwight,No.
Angela,Why?
Jim,"Wow. I tell you what, it’s really strong. I can’t wait to read the rest of it later and see how it ends."
Michael,Okay.
Dwight,things are going very well. I traded a thumb tack for Meredith's junk for Kelly's crap for Phyllis' garbage for Oscars trash for Stanley's garbage for Ryan's junk for Creed's garbage for a very cute squid that Erin happened to have.
Andy,Hardcore Parkour!
Michael,But do you realize that that was actually Dwight's idea? Bad advice from my Number Two.
Jim,Then you did nothing wrong. We should go.
Darryl,"Here we go. Go get him, Mike!"
Oscar,"Oh, stainless. Williams Sonoma."
Dwight,No kidding! She sits three feet from me. It's the most annoying thing. It's like children singing Christmas carols.
Jim,"I thought it was great, sweetie. I would just fix that one —"
Creed,I thought you were gay.
Dwight,Maybe over a beer after she’s closed her first sale .
Michael,Eww. I hate hospitals. In my mind they are associated with sickness. Oh... She looks like an angel.
Jim,"Absolutely, I’ll e-mail you a hundred."
Michael,"Little trouble. Yes. Well, Jan fell asleep during her neighborhood watch shift."
Oscar,They can.
Michael,Hello.
Dwight,Exactly.
Michael,Okay shut up.
Andy,"Yeah, there it is. You're welcome."
Dwight,Standing.
Michael,"My branch is absorbing the Stamford branch. Or, as I like to put it, my family is doubling in size. That's all I'm going to say about it because I have a gigantic performance ahead of me. And I have to get into my head and focus."
Michael,You and Pam have both been nominated for Dundie Awards!
Toby,Yes.
Michael,Yes.
Dwight,Is everything satisfactory with your stay?
Michael,"Kevin, do you accept the apology?"
Andy,I bought these.
Michael,Okay.
Pam,"No, I will not."
Kevin,The Hawks are terrible. They’re always terrible.
Kevin,Wow.
Oscar,Dwight â€“ this is one of the archivists here. I thought maybe we could consult him.
Michael,"Stanley, I got you some ganja. I'm just kidding. It's coffee. I bet you wish it was ganja."
Oscar,No.
Toby,I don't know.
Dwight,"I’m sorry. I’ve just waited for this moment my entire life. I mean, I was interim manager once, but then I shot that gun."
Ryan,Could we lure him into an old warehouse or something?
Pam,"I was, and then they switched to Acrobat just as I was learning Quark. I hate computers."
Oscar,"Come on buddy, get back."
Darryl,Like he was… covering something up? Maybe.
Michael,"And, ditto."
Michael,These people don’t realize how lucky they are. This office is the American Dream. And they would rather be in the hole.
Michael,Okay. From the top. Ready? Three-
Phyllis,This just arrived from the Dunder Mifflin North Pole branch!
Jim,Thanks.
Stanley,We do not wanna hear about this.
Dwight,Is it the middle school teacher who tried to turn her foreign exchange student into a sex slave?
Michael,All right.
Jim,He's a volunteer.
Jim,Question. Won't that interfere with your other task forces?
Kevin,Nothing.
Pam,"Thank you, Mose."
Dwight,How bout this. I don't tell Michael and in exchange you owe me one great big giant favor. Redeemable by me at a time and place of my choosing.
Michael,"Yeah, maybe."
Pam,"You can’t, I locked the office from the inside when we left."
Dwight,I don’t understand why our website has to have social networking at all.
Meredith,Boom!
Andy,That’s insane!
Jim,"Guys, the Afghanistananies."
Oscar,My mother's in a wheelchair.
Jim,"Alright Pam, alright . Nice work!"
Dwight,What are you writing about me?
Michael,Lampshade on head! It's happening!
Kevin,"Yeah. Low blow, puppet."
Pam,"You guys are stripes, I think..."
Dwight,Yes.
Michael,"OK. Well, check this out. I am sending you some email. You got it?"
Darryl,ItŌĆÖs Darryl. Erin told me to pretend to be a cop and say your mom died.
Jim,"Well, that's great. Congratulations. Who's the lucky lady?"
Angela,I need to know if I can start the party?
Kevin,Look at that. She's totally flirting with him.
Pam,Beers? You closed it?
Pam,"But, ah, I suppose the second one is the better written line."
Michael,"I'm not a physics major, Stanley. I'm just saying be careful. Hey, guys. Hey. Could I stay in your room tonight?"
Angela,"No, Dwight. The Senator."
Angela,I never felt safe here.
Dwight,What?
Dwight,Oui.
Jim,"To be honest, I don't know, but maybe I could just yell at him in front of people."
Oscar,Wow. This is so much better than the story you made up.
Andy,"No! But, let me kick you a scenario. I'm at a beach cabana, and Brad Pitt approaches. He tries to lean in and kiss me. I would definitely resist, like at first. But if he was persistent, I think I might give in a little bit, just to see what it... felt like."
Michael,How can you eat like that?
Michael,Son of a bitch. That is impressive.
Andy,"Croak, croak, croak. Bullfrog in love."
Michael,"There are dozens of old complaints in here. Cold cases, like the show. And Toby is a lazy detective who has decided that these armed robberies and rapes and murder/suicides are not important enough to solve. Well, you know what? I have a problem with that. And I'm going to open up these cases before Toby can kill or rape another person."
Pam,"Hey, Jim. It's Pam."
Pam,It’s nice.
Dwight,I can’t tell. It’s unnaturally sunken. Busted. He just was mirroring. Did you see that?
Michael,Okay.
Dwight,Hello.
Oscar,It just feels like a slap in the face.
Kevin,Hi.
Pam,Absolutely!
Pam,"It’s perfect. You emphasized the golf, completely omit the Florida."
Phyllis,Michael.
Andy,"It’s, I mean."
Erin,"Hey Mr. Scott, What you gonna do, What you gonna do make our dreams come true. Hey Mr. Scott, What you gonna do—"
Michael,Cool.
Andy,"Hey guys! Guess who's back! AHHH! OH, GOD!"
Michael,Ok... alright... here we go. There. Oooookay.
Dwight,Am I nomadic?
Jim,Thanks.
Michael,Could go either way. We don't know what they are going to say.
Phyllis,Oh.
Dwight,Is that a sumo suit?
Michael,"Yeah, get your hazards on for safety. Let's see. There we go! Good. Yes, we have the... all right."
Andy,"Hey Tuna, check it out. Tuna sandwich. Just like you. What-"
Pam,"Okay. Look at this, look at this. Baby picture."
Dwight,What do you think?
Toby,I remember.
Darryl,Hunger for hamburger.
Andy,"You know, honestly, we all wanted you to work there. Except for him. Especially me."
Pam,I think it’s called ‘Nibbles’.
Michael,"Okay, all right, I will do that. I will get to that definitely. Absolutely."
Michael,"Whew, wow I was so nervous about this I don't think I ate for three days."
Stanley,Are you crazy? I brought Cynthia with me.
Jim,"Hey, how’d the interview go?"
Dwight,Exactly.
Dwight,I take full responsibility.
Andy,Mm-hmm. It’s a beautiful place. Great place to let her down easy.
Angela,"You always do this! We have a nice, modest party planned, and then you come in and demand the world. Let me be clear. There is simply no money for anything other than a cake and to develop a few more slides... although Toby won't be in them."
Dwight,"My first love is beet farming, but it’s a young man’s game. Who ever heard of an old beet farmer?"
Pam,Hey Creed.
Kevin,I got a lot of numbers here to put together.
Dwight,You don’t like the Beatles?
Michael,We are great together. We are a great team.
Dwight,"Mm, no. Better make it two-thirds. Easier to stop if it turns on us."
Michael,Ohhh… mmm…
Pam,Or chairs?
Jim,Hmm...
Jim,What's going on?
Kevin,I'm almost done.
Pam,"New York, as it turns out, is very expensive, and I ran out of money. I thought about selling a kidney, but Michael offered to get me a part-time job at corporate."
Michael,Holly and I are like Romeo and Juliet. And this office is like the dragon that kept them apart.
Stanley,Sorry about that. It's all about taking points away from Dwight.
Pam,"Oh, I don't know if I'm..."
Michael,"Hey Koselli, the Kos. Cosby. Hey hey hey. I love Jello Pudding Pops. My son, Theo, loves Jello Pudding Pops too."
Michael,"Andrew, what about you?"
Andy,"Thank god someone here knows what their talking about. I want you to take this credit card, take Erin to the mall and get that stuff."
Michael,I do.
Pam,"Um, what?"
Jim,"Oh, loves it."
Michael,"Not today, Kevin. Cannot be around carbs today. You know what one loaf of bread would do to my abs?"
Erin,What do you think?
Michael,The Electric City. Scranton.
Andy,"Thank you, David."
Michael,"Okay, yes, sure, I will do that..."
Jim,"Oh, no, it was... you know, a good opportunity for me, a promotion. I got a chance to..."
Andy,Rehash—
Pam,"No, I mean it. She's really nice and sweet and you guys might actually get along."
Dwight,I got it here.
Andy,"And you know what? I am here for you. Let me be your traveling pants. Ah, what'd you do that for?"
Kevin,"Michael, if you hadn't told us this, then we would've thought that you were actually firing him."
Jim,"That's actually a good idea. We'll all take a brief intermission. Hey, are you hungry?"
Michael,I don't know. I feel... I drive a lot. I'm spending a fortune on gas and tolls -
Jim,"Ok, I said average."
Stanley,I don't like cake anymore
Dwight,"Ahh. We done good in there, half pint."
Jim,Wow.
Dwight,Yeah.
Michael,"I am talking about freedom, about choice. America, I don’t think you need to worry. Because if you want to beat China you will. If you don’t, that’s fine. That my friend, is your victory. Y’know, a lot of people say if you dig long enough and hard enough you will get to China, and that may be the true, but what they don’t tell you is that if you dig long enough and hard enough in a conversation, you get to a friend. So here is to conversation."
Kelly,You told us we had to.
Pam,Nope.
Darryl,"Silent. Look, congratulations."
Angela,"Just say copies, why do you have to drag cats into this."
Stanley,It’s my birthday.
Dwight,"Gahh, dammit! Come on!"
Angela,No! Dwight! Give me the diaper! Dwight!
Erin,How long were you guys together?
