name,dialogue
Michael,Really? Thank you. All right.
Dwight,"No, I went out and got drunk with my laser tag team last night. Crap! I never go out on a Thursday night; what the hell was I thinking?"
Ryan,Ravi? Ravi? Drake has a bit of a rash. And he’s hot.
Phyllis,I'm really sorry. It was earlier today.
Erin,"Hey, Angela! Welcome to -"
Jim,"Kelly, you know what..."
Kevin,"Oh, that was fantastic."
Dwight,"Excellent. On my part, I did manage to reserve the..."
Jim,Is there a limit?
Andy,"Everybody beat it. Don’t beat it, stay where you are."
Toby,"Hey, uh... where'd you decide to take Karen tonight?"
Michael,Don't worry about Phil. He drives a corvette. He is doing just fine. Okay. Calling cards are... the wave of the future. These things sell themselves.
Dwight,"Well, in a sense. Although, publicly I am going to retain the Assistant Regional Manager position."
Toby,Great. Because you that I think the very fact that
Phyllis,"Andy, don't make us sell this stupid thing."
Pam,Yes! Yes! I would love to!
Michael,"Hello. I’ve seen you guys around. I’m Michael Scott, Dunder Mifflin. How you doing? Uhghh, so I guess you know why I’m here? I need to purchase something."
Dwight,I work with that guy.
Erin,I think when Andy finally asks me out he’s going to try to top what he did with the drum line. I can’t wait to see what he comes up with.
Michael,"No. This is delightful, charming culture."
Dwight,No!
Kevin,Right.
Stanley,You could feed the hungry. Us.
Michael,Yeah?
Michael,"So we may not have someone in our lives that we love, but we do have each other."
Kelly,"Oh my God, these cookies have no flavor. How is that possible?"
Phyllis,You are...
Pam,"Hmm, I don't, know..."
Angela,"Here you go. And good for you Dwight, I’m so glad you found someone. I bet she’s got kind eyes."
Phyllis,What else you got?
Dwight,This was a successful unveiling! Go back to work! Merry Christmas!
Jim,"Oh thank you Hank. You are a lifesaver, Hank. Appreciate it. Alright, so Hank is gonna come down here and he’s gonna let us all out. He said it should just be under an hour, so… we did it."
Michael,To tell you or not. And I’m glad I did. I feel very very good. Cathartic. I promise you that you are not going to get into trouble. You can say anything you want with total and complete immunity.
Jim,"Uh‚ Well, it's about Athlead. I'm sorry. Does Dwight have to be on this part of the phone call?"
Pam,You want to play pool?
Jim,Billy Joel Rock Band.
Pam,"Oh, no we're actually married. We're not brother and sister."
Oscar,Why would we take the dog?
Dwight,"Yes, yes we know but we just have not gotten over you."
Dwight,"This is Kevin Malone, is David there?"
Jim,"Ok, great."
Jim,They think it was Mose.
Ryan,"So I was dating this girl, and one day, she went out to get a new charger for her e-cigarette. Never came back. Oldest story in the book."
Erin,You√¢‚Ç¨‚Ñ¢re not married yet?
Darryl,"Ummm√Ę‚ā¨¬¶ Alright. Obviously y’all look really busy, and uh, I don’t want to waste your time anymore. Sorry, I just uhh√Ę‚ā¨¬¶ Obviously I’m not qualified to be here man, I’m√Ę‚ā¨¬¶ I’m a warehouse manager, you know√Ę‚ā¨¬¶"
Pam,"I went on a date. It wasn't a love connection, um... I think when I like someone again, I'll just kinda know."
Michael,Give me the pointer.
Jim,Wow.
Michael,"Do I really want to turn out like Gabe? Twenty-six. Single. Tied to my desk. No life, no family. I want to have been married by the time I would've turned thirty. That's just - that's just depressing."
Pam,Okay.
Oscar,"People, itĂ˘â‚¬â„˘s 2013. Erin is a strong, independent woman. Who says she has to end up with any man?"
Michael,"Ok it's because we haven't sold anything. You know what? We just wait until the end of the day, people get desperate, and they're gonna pay anything."
Michael,"Good, cut?"
Darryl,"I’ll do it better than you. I earned it. I deserve it. I got passed over, God knows why, reasons I cannot and will not understand. The job was mine Andy, everyone said it was mine. Make me manager or fire me."
Kelly,And the best part is is that I get a business stipend to buy all new clothes. So you can totally buy any of my old clothes that I'm not gonna need anymore.
Ryan,Awesome.
Jim,Nope.
Dwight,How are the marks?
Andy,Mr. Todd! Mr. Todd! I found her!
Jim,"Well, it's too late, because I'm proposing... that you get me a cup of coffee, which would energize me greatly, and make me the happiest man in the world."
Dwight,Like who? Who doesn't know?
Michael,I don't care. Bury it. I hope you're happy.
Jim,Yeah. No. Good.
Angela,You put her in my freezer.
Kelly,"If you take it back, I'll scream."
Ryan,Back? Why is that Michael?
Pam,But it's not until next month.
Dwight,"Michael, you have to see, this is like, the cutest thing ever."
Jim,"Every time there’s a silence, your brain’s like “Heh-heh-huh-huh” ."
Michael,"Beautiful. See, African-Americans have such a rich history of unusual names."
Kelly,"Okay, bye honey."
Angela,"Hello, Charles? Charles!"
Michael,"That's not how I taught you, right? My hump, my hump, my lovely lady lump Check it out"
Ryan,He's the top salesman at the company. He's the top salesman at the company. He's the top salesman at the company. Today's gonna be great.
Andy,"My ass is only so big, I mean I can't do this everyday."
Michael,"Okay, you know what? Your enthusiasm's turning people off."
Jim,What?
Darryl,She’s got a boyfriend.
Kevin,Yeah.
Ryan,"I'm gonna go find Toby. Oh, here's what you do. You scoop out the middle, like that, and then you just eat the shell. You know? Fewer carbs."
Pam,"Angela, you're the chairman of the party planning committee. I shouldn't even be planning this, it's your job."
Oscar,"Hey, Kev, how you doing, buddy?"
Jim,"Yeah, we'd never do that."
Pam,"Hey honey, it’s me. Just trying to catch you before going home. Um, oh, well just give me a call whenever. Hope your day got better. Love you."
Meredith,I come…
Darryl,"Hey, look, Pennsylvania license plate! That's crazy! All the way out here! Who can name all the states?"
Stanley,This is - nice! All of us back together.
Pam,And…
Michael,"Well, I guess this is as far as I can take you guys. So -"
Dwight,Who has put a number seven plastic in a number four bin?
Michael,"Oh. Well, tell me about Jocelyn."
Dwight,What’s the square footage?
Pam,"It's just, like, so creepy."
Phyllis,"Oh, I’m sure they’ll let us know when they get the results."
Pam,Hey! Hey. Happy birthday.
Phyllis,This is stupid.
Stanley,"Ah, Julius, how's it goin'?"
Michael,Yeah?
Jim,"Ooh, red velvet. I should apologize too."
Jim,That's all right.
Toby,"All right, now Oscar's feeling discriminated against by his co-workers, primarily Angela, and um, that's your fault."
Pam,"No, don’t. I’m mad at them."
Kevin,"Jim only says that because he’s in the inner circle. I also say that because I am also in the inner circle. Did you get that, Ma? Your boy, Kevin Malone, is IN the inner circle! Which doesn’t exist."
Michael,"So I looked him in the eye and I said, ""Not today Grotti, Not today. And not tomorrow, and not the next day. Or the day after that. And you can tell all your friends that if I see them, then they're already dead."" I said something like that."
Michael,Whatever you say babe.
Pam,What do you want to dish about?
Michael,"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, ""If you're a racist, I will attack you with the North."" And those are the principles that I carry with me in the workplace."
Dwight,Once I'm officially Regional Manager my first order of business will be to demote Jim Halpert. So I will need a new number two. My ideal choice? Jack Bauer. But he is unavailable. Fictional. And overqualified.
Kelly,"Yeah, well, that├óŌé¼Ōäós just pizza. You need at least one other element for it to be a party."
Erin,Frankie’s Dirty Joke of the Day? There’s a bunch of those.
Pam,And there are a lot of other people in this office who have money at stake. Other people you care about.
Andy,Don’t worry. There is a surefire cure. Employee of the Month. Every awesome place I’ve worked has had one.
Pam,No. What? Why?
Pam,"Dressing up as somebody-I mean, when has that ever worked for you?"
Michael,Whoa whoa! Alright. Alright. Watch it... please.
Pam,Really!
Dwight,It’s all yours. Ah!
Angela,I can play.
Jim,Good.
Pam,"Uh, they're good. Uh, Jim's good. We're engaged."
Dwight,"Let me paint you a picture of a little girl from southern India, who despite being welcomed into this country will now spend the rest of her life in prison for a crime she did commit."
Dwight,"It’s a job interview, not a flea market."
Michael,"Um, no, no, no. This is very boring stuff. Why don't you take a tour? Have you seen the baler?"
Michael,"What? Oh, shoot. Wow. Okay, well, who cares? It doesn't matter what I spent. What matters is that Christmas is fun, right?"
Oscar,"Meredith, I-"
Michael,"Look, look, look. I talked to corporate, about protecting the sales staff. And they said they couldn't guarantee it if there's downsizing, okay?"
Pam,Stanley got to go.
Michael,"Well I’m sure that you must all have very, very busy schedules, so I appreciate you meeting with us here today. What this is is a business that I have worked toward my entire life. Hey! I have assembled what I believe to be the most exciting, sought-after talent in the industry today. Ladies and gentlemen, I present to you the dream team. From our very own Scranton, Pennsylvania – Pam Beesly. Pretty Pam is always reaching for the stars and someday, she may just surprise us all and grab one. Meet Vikram. From his humble beginnings as a – stay standing – from his humble beginnings as a prominent surgeon, he risked it all to become the most successful telemarketer in the lipophedrene industry. And do not call it a comeback. The youngest vice president in the history of Dunder Mifflin, and recent bowling alley employee, Ryan Howard is about to make a splash in paper."
Andy,No what?
Stanley,"Oh, I do."
Michael,There is no movie called Willy Wonka. It's called Willy Wonka and the Chocolate Factory.
Toby,You know itŌĆÖs not just pregnant women who donŌĆÖt get their due. You know whoŌĆÖs gorgeous? Helen Mirren.
Dwight,"However, in so doing, it zigs past your name, hence zagging you and making you appear weak. Thus the yellow color. Yellow for cowardly."
Jim,"Hey, Dan, this is Jim, and it is about 11:15, and I wanted to know what you were up to tomorrow, which is the fifteenth, and that is a..."
Phyllis,"Wanna dance, Dwight?"
Pam,No.
Stanley,I am upset. Don't I sound upset?
Michael,"No, come on, Dwight, I have to have 10 of these by lunch, I promised Ryan."
Pam,What are you doing?
Dwight,Maybe I do. Enough of your magical riddles!
Michael,Here we go.
Jim,Do we have a conversation scheduled?
Michael,"No. No. No. Please, please. Dwight, that's my joke."
Andy,"‘Cause, uh, my body’s starting to get bruised."
Dwight,"Ok, wai, wai, wai, wait, wait. You two, Jersey State girls, let’s go."
Dwight,Operation Phoenix is a go. Just get the car ready.
Jim,All right.
Kevin,Do my hands feel sweaty to you?
Jim,I don’t think we have to do this again cause it’s gonna take a whole.
Andy,Thank you.
Andy,"No, pause longer."
Andy,"Whoa, whoa, whoa, whoa, what?"
Andy,You know Darryl?
Michael,"I’m gonna kill him. No, I’m not. I feel… I… no, I’m not going to kill him."
Kevin,Congrats Phil!
Andy,"No, it didn't--nothing got torn off. Who told you that?"
